Model,Accuracy,Sensitivity,Specificity,Precision,F1 Score,ROC-AUC,Prediction Time (s),True Negatives,False Positives,False Negatives,True Positives
SVM,0.8532608695652174,0.9215686274509803,0.7682926829268293,0.831858407079646,0.8744186046511628,0.9179220468675274,0.011858701705932617,63,19,8,94
